feature1,feature2,target
0.02796079131121121,0.003289282585255515,0.09703950427465569
0.351058302309708,0.2593417434862251,2.0905418808740244
0.7400645182934286,0.7309702392641982,5.144074511937079
0.38246285529490565,0.35828749924931447,2.5805385628819746
0.7983904735607666,0.09592808818463949,2.778883773420858
0.3074735726258059,0.11923662374096555,1.39936721284128
0.6132525391355509,0.65732384783905,4.469053008762852
0.6802578990623448,0.4469543210090524,3.828590981223244
0.28024407817636565,0.7640899321413621,3.8970919630945455
0.7094579000456102,0.20696601443263296,2.9562377578673624
0.07079435338213236,0.2533203612612228,1.2256645051912884
0.723340310334747,0.11947190605644065,2.6479085552300035
0.34160917524361223,0.4673181125930005,2.8940999761028388
0.6666485336666614,0.7976502585180683,5.190546635072257
0.6783993207706527,0.18080961209934565,2.758436410709341
0.43884727943593826,0.6093453506117228,3.753923240754706
0.6512915746006405,0.07425737858537551,2.2509042381434234
0.29583509632970795,0.5366222451355421,3.0339942695312923
0.13311735333632058,0.6894888205997258,3.157307342407865
0.17606744282480724,0.16462576625893754,1.186705393510172
0.08928267816959967,0.6223828354467883,2.757379376295952
0.9154396152328843,0.3853916746801548,4.287885544419272
0.34702561870327964,0.8352722085462184,4.382165690294713
0.7339995761044218,0.36971581965700295,3.680862006941277
0.39325410739381195,0.6184218160315581,3.6534495863076684
0.08800517177315903,0.04638745650253584,0.44956534132962045
0.4608098660132184,0.8690560983112361,4.8586539912846
0.9675285632922273,0.44872943621453176,4.697503434734809
0.33523612904914324,0.978549140326358,4.919904948452862
0.6701943192318184,0.16403191225222413,2.666710606704352
0.7479229336654847,0.2412716523048004,3.208855410215656
0.6217903679035318,0.6095076175927192,4.303401574081472
0.6707921803424682,0.7446595474461694,4.991014730812083
0.21163695042287234,0.8364257183183748,3.980613724542116
0.801599856253105,0.496316681853217,4.390066296172183
0.5052135034169658,0.5841161353158459,3.852105051514281
0.5120726445118318,0.3452568558687843,2.9172453570106325
0.2758483592441995,0.17754622909154705,1.5377299940987865
0.5832878594427666,0.7456052842508449,4.73228471533168
0.7907479619224562,0.6384413618223154,4.92600933305663
0.040921087113078736,0.23025301316171465,1.0437753139860948
0.643270027525443,0.7383124281016945,4.883059794983107
0.5983511217186351,0.7484475611088127,4.788843609591156
0.5773639304431601,0.6714890256813972,4.41804789405507
0.4554413123848441,0.8527939526224623,4.777499747644381
0.10972848941523661,0.4564689732053935,2.1550613610672835
0.9668063261012725,0.6445051107027896,5.478439421114976
0.8488973172929125,0.6369541995870353,5.094508750226879
0.3744466391592146,0.37783677521399794,2.6346870183336355
0.3954120912220733,0.44400762944790917,2.9622667914578567
0.2098771604835512,0.9663432119499231,4.495004329250346
0.74950249275239,0.027064616818534337,2.3567659455313072
0.2661501177387854,0.5333403818782435,2.93181188072933
0.5736684573118697,0.4828963260040383,3.652590675951762
0.14950324933717518,0.9930145099769082,4.4205677879191585
0.773556870412847,0.2657807144681972,3.38379346911133
0.7424630377845464,0.888394121915842,5.780965601017007
0.5283365084841578,0.6684467297240045,4.258796444348492
0.4149980363122301,0.807512560212758,4.475044349787722
0.3734848478093502,0.1872900641988411,1.869614800223415
0.02404305692784703,0.051236663335520016,0.27707582412562115
0.8376512548632713,0.6664039713605379,5.178569650031966
0.8136497722295688,0.9412254788701678,6.205851232169378
0.43425063956427845,0.7750797887615435,4.403071073739009
0.4801406645543027,0.3982430838374075,3.033394329012538
0.39504976138862,0.2934112742222774,2.35879438105497
0.4651191702718519,0.0910350280716894,1.7594976231023134
0.3059918798907033,0.548043563330104,3.110149892992526
0.38723745910721863,0.3195671201107684,2.4399808577647293
0.23140915217926916,0.6671991052654975,3.3630238775997974
0.4695235668045229,0.3797023687045519,2.927380175231776
0.06969146269098236,0.9705724974076547,4.091364377703566
0.17586938570842814,0.0672854212348758,0.7967498420647876
0.9311371908522157,0.5687356229204474,5.068354064238437
0.41569657440902563,0.7029441269703364,4.058866231108422
0.6023730021825529,0.3141096557563031,3.063557629572871
0.03316082928326258,0.6270611128624504,2.607726939299589
0.6616135913808926,0.6894733990100459,4.742734370182861
0.8911523298632015,0.814913530082788,5.933111109920756
0.06448659622908037,0.06659407844790166,0.45983610247884776
0.6869626566445008,0.1335033753764383,2.5949014714392558
0.27532333750700555,0.32503274343767896,2.1261009862717324
0.7817688408347576,0.49180820292223804,4.312539334193225
0.22309035699365531,0.5328760220952673,2.8007751593620354
0.9870035573726865,0.9687003626129467,6.8358121225698465
0.6580026857957887,0.5101305000036045,4.0145300574017835
0.6560514829347651,0.807802974218594,5.199366345678671
0.4448385696178314,0.26808532177195077,2.4068569959412973
0.6327070756563172,0.9961849304238545,5.882860948664369
0.9395741289942305,0.4531873088671242,4.631471622451189
0.5749044445914739,0.06712861761439681,1.993227804232009
0.30946107524929745,0.8163013967035578,4.1935888125621235
0.6598400319059406,0.9267537151904014,5.686534956479427
0.3880219740225832,0.5428022303692507,3.3352748435447523
0.5488536108342592,0.5788123199573636,3.9618101123322322
0.3841401621497639,0.8801562269995408,4.673045394447454
0.17682921869276413,0.5549331733134591,2.750220349332129
0.027763011944962,0.06236295694555427,0.3327408636171031
0.6253199891878252,0.4218317597344876,3.563287006501426
0.8909992429979509,0.8992632298999478,6.270050648593644
0.3467990747432065,0.7618431768776296,4.087769931740137
0.4420043085757299,0.7178380870207379,4.197365273810141
0.7606382685833074,0.27813194997466417,3.394442605648579
